\begin{table}
\begin{tabular}{ccc}
flux & redshift & dist \\
0.631033744704 & 0.807122039922 & 3408.01551927 \\
0.029773652748 & 0.824995850754 & 3483.48641672 \\
0.300475514379 & 0.837832123454 & 3537.686667 \\
0.996846978168 & 0.83862097973 & 3541.01755663 \\
0.693949541459 & 0.844755237093 & 3566.9190229 \\
0.486352550407 & 0.845659538524 & 3570.7373715 \\
0.702132607839 & 0.847124633789 & 3576.92363226 \\
0.75303273129 & 0.869570269533 & 3671.69873586 \\
0.357676594028 & 0.883130340874 & 3728.95517452 \\
0.716526521186 & 0.884647554261 & 3735.36150035 \\
0.806789357068 & 0.885037460948 & 3737.00785366 \\
0.508705722934 & 0.890458121848 & 3759.89620952 \\
0.760984669877 & 0.917596431718 & 3874.4857965 \\
0.49921194584 & 0.923482443388 & 3899.33906296 \\
0.800334610259 & 0.92981231443 & 3926.0664941 \\
0.841089252389 & 0.934205679043 & 3944.61716431 \\
0.97148503813 & 0.936441098234 & 3954.05606317 \\
0.827159453386 & 0.937167718797 & 3957.12416691 \\
0.361574485903 & 0.938718619231 & 3963.6727339 \\
0.383833481445 & 0.941823077552 & 3976.78108879 \\
0.508462118443 & 0.948633768905 & 4005.53874956 \\
0.0976517995465 & 0.952432947929 & 4021.5805133 \\
0.0873909029104 & 0.963853563675 & 4069.80325259 \\
0.995323976692 & 0.969010435564 & 4091.57777808 \\
0.319910203321 & 0.971330804052 & 4101.3753693 \\
0.140932264449 & 0.971765065548 & 4103.20900764 \\
0.153553541947 & 0.979228089487 & 4134.72109645 \\
0.540393345714 & 0.980973141845 & 4142.08945616 \\
0.170980447441 & 0.984128468841 & 4155.41260042 \\
0.946339665219 & 0.989334617468 & 4177.39519344 \\
0.531764125873 & 0.999421691054 & 4219.98714561 \\
0.630082892596 & 1.00069182895 & 4225.35021271 \\
0.735258026609 & 1.00795700986 & 4256.02692337 \\
0.191590204769 & 1.0091429186 & 4261.03433886 \\
0.523011440408 & 1.01105977082 & 4269.12811128 \\
0.72832665112 & 1.01253118629 & 4275.34105865 \\
0.243960829486 & 1.01352671512 & 4279.54460849 \\
0.577341848849 & 1.02682889401 & 4335.71211456 \\
0.66025356751 & 1.02933309945 & 4346.28594427 \\
0.125876388603 & 1.03242215259 & 4359.32925186 \\
0.703940189518 & 1.03339289431 & 4363.42813987 \\
0.184673522507 & 1.03592542787 & 4374.12158307 \\
0.177682862979 & 1.03817807877 & 4383.6332416 \\
0.905757027881 & 1.04492142498 & 4412.10654229 \\
0.120470223512 & 1.0487731599 & 4428.37021955 \\
0.612681227105 & 1.04988599871 & 4433.06910245 \\
0.583163936001 & 1.05013448448 & 4434.11831598 \\
0.800937789089 & 1.05609069143 & 4459.26797701 \\
0.972919105529 & 1.05640563381 & 4460.59779884 \\
0.26805627414 & 1.05641396306 & 4460.63296851 \\
0.0190118250181 & 1.05941928591 & 4473.32273091 \\
0.426960213502 & 1.06479322877 & 4496.01382317 \\
0.0978533329754 & 1.06812636851 & 4510.08776911 \\
0.447047391223 & 1.06819730342 & 4510.38728674 \\
0.480298327034 & 1.06932982989 & 4515.16929934 \\
0.460755869882 & 1.07922580264 & 4556.9543418 \\
0.478234779089 & 1.08079072153 & 4563.56210074 \\
0.800451550474 & 1.08159678234 & 4566.96563528 \\
0.0967650412721 & 1.08696550915 & 4589.63470314 \\
0.0626021957349 & 1.09021920042 & 4603.37318356 \\
0.0645789473528 & 1.0910472942 & 4606.86975077 \\
0.176616140732 & 1.09595450026 & 4627.59008 \\
0.729199875845 & 1.09676398724 & 4631.00808135 \\
0.995726907238 & 1.10165970067 & 4651.67988375 \\
0.836148013725 & 1.10211243613 & 4653.59152709 \\
0.594552890314 & 1.10305798947 & 4657.58405895 \\
0.352293978565 & 1.10363401606 & 4660.01629033 \\
0.217064960997 & 1.10408102526 & 4661.90375494 \\
0.88847911849 & 1.1055950108 & 4668.29645143 \\
0.983201360799 & 1.11004517868 & 4687.08696941 \\
0.584618210392 & 1.11120066861 & 4691.96594363 \\
0.248514611293 & 1.11705279456 & 4716.67613001 \\
0.260065582084 & 1.11884072289 & 4724.22553046 \\
0.879222256273 & 1.13142216587 & 4777.34978036 \\
0.23437489746 & 1.13649956796 & 4798.78875025 \\
0.200846952171 & 1.14089155322 & 4817.33359622 \\
0.899538025684 & 1.15215330724 & 4864.88555318 \\
0.955866956153 & 1.15649844481 & 4883.23258809 \\
0.0213495698172 & 1.16482531453 & 4918.39220441 \\
0.419107161811 & 1.16655305706 & 4925.6874746 \\
0.568952286191 & 1.16680975194 & 4926.77135051 \\
0.101383046951 & 1.16961646884 & 4938.62251339 \\
0.55728480641 & 1.17061600061 & 4942.84296533 \\
0.132040543109 & 1.17227594202 & 4949.85195009 \\
0.250790234 & 1.17256945413 & 4951.09128415 \\
0.0593662543876 & 1.17324697781 & 4953.95207978 \\
0.62223062823 & 1.17508031378 & 4961.69321077 \\
0.674853252756 & 1.17588671869 & 4965.09819826 \\
0.80623091749 & 1.18212964017 & 4991.45849108 \\
0.368162776612 & 1.18699297174 & 5011.99356338 \\
0.419458826044 & 1.19046220471 & 5026.64215333 \\
0.918780335698 & 1.19075892237 & 5027.89502258 \\
0.375002466157 & 1.19133511668 & 5030.32796216 \\
0.865814451396 & 1.19859844938 & 5060.99686891 \\
0.574481285758 & 1.2038620338 & 5083.22198049 \\
0.240460513118 & 1.20712893355 & 5097.01623278 \\
0.890110415014 & 1.21086928805 & 5112.80961412 \\
0.236077750122 & 1.22334216053 & 5165.47543276 \\
0.455638587868 & 1.22497849664 & 5172.38474583 \\
0.884081060873 & 1.23162214153 & 5200.43706478 \\
0.2941358596 & 1.23500996466 & 5214.74190746 \\
0.242694463802 & 1.23998068659 & 5235.73042795 \\
0.891323619128 & 1.24405445526 & 5252.93162701 \\
0.0165355962339 & 1.24956258569 & 5276.18931671 \\
0.530584007967 & 1.25408138498 & 5295.26962596 \\
0.152943013601 & 1.25823707854 & 5312.81674701 \\
0.593987040492 & 1.26076693862 & 5323.49890164 \\
0.606408393709 & 1.26753886996 & 5352.09290099 \\
0.282014506197 & 1.27244430407 & 5372.80574833 \\
0.0781745403189 & 1.27754135672 & 5394.32769129 \\
0.388528079539 & 1.27914036364 & 5401.07938453 \\
0.847798539355 & 1.28114962348 & 5409.56334157 \\
0.156898877251 & 1.28716458315 & 5434.96108181 \\
0.989863194911 & 1.28803718078 & 5438.64556334 \\
0.518428858167 & 1.29024970583 & 5447.9877933 \\
0.675020860538 & 1.29217521746 & 5456.1181295 \\
0.598820246326 & 1.29357689838 & 5462.03662767 \\
0.447370167708 & 1.29607181389 & 5472.5712313 \\
0.710621115943 & 1.29855920992 & 5483.07408447 \\
0.56321446429 & 1.29977909724 & 5488.22497207 \\
0.469608194181 & 1.29988153213 & 5488.65749615 \\
0.0326769917461 & 1.30088914621 & 5492.91207508 \\
0.96755248775 & 1.30131854121 & 5494.72516499 \\
0.887762473483 & 1.30571126985 & 5513.27314983 \\
0.758651154382 & 1.30730275075 & 5519.99306498 \\
0.00366404580328 & 1.30839795142 & 5524.61747205 \\
0.539530910169 & 1.31019091249 & 5532.18812288 \\
0.0154199062397 & 1.31537917993 & 5554.09521385 \\
0.403871694845 & 1.31659974486 & 5559.24896262 \\
0.196023812409 & 1.31739047885 & 5562.58778079 \\
0.546712814933 & 1.31972293147 & 5572.43639641 \\
0.204172891493 & 1.32014302921 & 5574.21022929 \\
0.597399236593 & 1.32758576126 & 5605.63663702 \\
0.594011423032 & 1.32987091131 & 5615.28552091 \\
0.792532493781 & 1.33000149975 & 5615.83692131 \\
0.430068068886 & 1.33707882268 & 5645.72041498 \\
0.00820923499567 & 1.34011565456 & 5658.54322203 \\
0.680915406937 & 1.34234819729 & 5667.96997523 \\
0.457175471733 & 1.34240124047 & 5668.1939463 \\
0.0503160171363 & 1.3459100707 & 5683.00973288 \\
0.476559935506 & 1.34681920516 & 5686.84848858 \\
0.490112148711 & 1.35699292428 & 5729.80629537 \\
0.734790304859 & 1.35920701971 & 5739.15515616 \\
0.585893676909 & 1.35974069442 & 5741.40855976 \\
0.26279051825 & 1.36174967595 & 5749.89134167 \\
0.240690515883 & 1.36616596476 & 5768.53880766 \\
0.942354135243 & 1.36865827574 & 5779.06241386 \\
0.368632695811 & 1.37026172747 & 5785.83287495 \\
0.943591822777 & 1.37644160207 & 5811.92695676 \\
0.100840369411 & 1.37995251902 & 5826.75155436 \\
0.290469463825 & 1.38120490046 & 5832.03964608 \\
0.183036412169 & 1.38206981944 & 5835.69170508 \\
0.102605603638 & 1.38570295631 & 5851.03236762 \\
0.176944719302 & 1.38720378621 & 5857.36951534 \\
0.584664922713 & 1.38842942587 & 5862.54469182 \\
0.215827461986 & 1.39010319643 & 5869.61206919 \\
0.283590010087 & 1.39091726056 & 5873.0493972 \\
0.200386059459 & 1.39467896524 & 5888.93292817 \\
0.773094403358 & 1.39836124063 & 5904.48107463 \\
0.199784707407 & 1.39852604507 & 5905.17694966 \\
0.586914552898 & 1.39914036492 & 5907.7708716 \\
0.106924711146 & 1.40887061668 & 5948.85616896 \\
0.0055444811403 & 1.41205165096 & 5962.28786039 \\
0.770169317739 & 1.42134849222 & 6001.54311267 \\
0.423744303828 & 1.42179299083 & 6003.4199765 \\
0.459271564746 & 1.43063347857 & 6040.74830842 \\
0.221769543806 & 1.43256195026 & 6048.89114325 \\
0.0824770486974 & 1.43431477909 & 6056.29233856 \\
0.0519651864915 & 1.43672716941 & 6066.47848544 \\
0.545930731516 & 1.43687348414 & 6067.096289 \\
0.300804585153 & 1.43909250952 & 6076.46596614 \\
0.239610358405 & 1.44047871549 & 6082.31912245 \\
0.520241530686 & 1.44090433837 & 6084.11628485 \\
0.566899974099 & 1.44244287686 & 6090.61265443 \\
0.436479539834 & 1.45635422448 & 6149.35233224 \\
0.216928706197 & 1.46478571788 & 6184.95371459 \\
0.627146040255 & 1.47079147453 & 6210.31259574 \\
0.608680938871 & 1.47564507503 & 6230.8065793 \\
0.0467562659512 & 1.47574511291 & 6231.22898212 \\
0.462153713037 & 1.47587360146 & 6231.77151595 \\
0.201755736146 & 1.47700688095 & 6236.55670814 \\
0.0178850871608 & 1.47879205252 & 6244.09446837 \\
0.55087461262 & 1.47967588357 & 6247.82638221 \\
0.570743425151 & 1.47976523045 & 6248.20364308 \\
0.312352149945 & 1.4804999197 & 6251.30581629 \\
0.30823234316 & 1.48099600765 & 6253.40051243 \\
0.647027817432 & 1.4820614618 & 6257.89931697 \\
0.658027456093 & 1.48287098979 & 6261.31749143 \\
0.0936746235843 & 1.48661833995 & 6277.14041147 \\
0.296847113096 & 1.49434205277 & 6309.75324059 \\
0.236742483717 & 1.4957743217 & 6315.80089445 \\
0.922776801672 & 1.49806651464 & 6325.47951644 \\
0.151631259384 & 1.50729447804 & 6364.44393685 \\
0.222178337892 & 1.50760426467 & 6365.75198889 \\
0.609345338722 & 1.50938471927 & 6373.26983206 \\
0.891386099474 & 1.51241178069 & 6386.05138404 \\
0.0733283660608 & 1.51830699189 & 6410.94349484 \\
0.631980426396 & 1.52271366334 & 6429.55035221 \\
0.877425546327 & 1.52351285018 & 6432.92486193 \\
0.421246552882 & 1.52579427665 & 6442.55802326 \\
0.693675127817 & 1.53530746779 & 6482.72679752 \\
0.768922313608 & 1.53646655373 & 6487.62095562 \\
0.837397196353 & 1.54071262003 & 6505.54966918 \\
0.775166154178 & 1.54103274043 & 6506.90135483 \\
0.279970111546 & 1.54290452515 & 6514.80483297 \\
0.616391724318 & 1.54547480139 & 6525.65764191 \\
0.336803741813 & 1.54656865885 & 6530.27637739 \\
0.353249882939 & 1.54724880176 & 6533.14823257 \\
0.17927798228 & 1.54761201215 & 6534.68186263 \\
0.300086129885 & 1.5558508839 & 6569.46991378 \\
0.0142270274626 & 1.5570835534 & 6574.67477324 \\
0.396801317768 & 1.562484248 & 6597.47882281 \\
0.694003667767 & 1.56503107832 & 6608.23263303 \\
0.980753765711 & 1.56530186839 & 6609.37602488 \\
0.381014069408 & 1.56581152946 & 6611.5280326 \\
0.0590778502249 & 1.57269677548 & 6640.60049512 \\
0.372319899874 & 1.58318676447 & 6684.893729 \\
0.170670568617 & 1.5844463695 & 6690.21232186 \\
0.0489979649828 & 1.58476832922 & 6691.57177392 \\
0.336853274311 & 1.58782082032 & 6704.4607009 \\
0.376257187773 & 1.59226330406 & 6723.21877312 \\
0.634153110591 & 1.60066047717 & 6758.67524048 \\
0.834470185625 & 1.60117811954 & 6760.86094866 \\
0.978891259803 & 1.60345734347 & 6770.4848099 \\
0.770865079034 & 1.60420237113 & 6773.6306363 \\
0.695670707436 & 1.6045106142 & 6774.93217081 \\
0.18682806542 & 1.60715180551 & 6786.08441361 \\
0.242664335201 & 1.60787037117 & 6789.11850613 \\
0.961455300405 & 1.61001743504 & 6798.18433089 \\
0.869379765061 & 1.61190931991 & 6806.17268045 \\
0.846519356612 & 1.62060830639 & 6842.90353339 \\
0.520563058223 & 1.62314671288 & 6853.6217746 \\
0.107320805674 & 1.62343418244 & 6854.8355944 \\
0.62351304006 & 1.62816058609 & 6874.7924983 \\
0.171184266987 & 1.62923905277 & 6879.34624728 \\
0.824781871856 & 1.63116784298 & 6887.49042704 \\
0.997653645967 & 1.63243488697 & 6892.84043036 \\
0.484117477336 & 1.63894250537 & 6920.31838711 \\
0.512870103396 & 1.6389717701 & 6920.44195533 \\
0.881849969398 & 1.64507063948 & 6946.19399837 \\
0.846002637518 & 1.64563058906 & 6948.55834572 \\
0.0341251500722 & 1.64873080447 & 6961.64878521 \\
0.0624515423624 & 1.64887951807 & 6962.27671784 \\
0.159716137817 & 1.65693798621 & 6996.30302752 \\
0.329873214866 & 1.65777179787 & 6999.82373805 \\
0.137822310024 & 1.65859712556 & 7003.30862563 \\
0.403598781117 & 1.66320612181 & 7022.76978514 \\
0.5967685346 & 1.66514415685 & 7030.95300052 \\
0.0910182051069 & 1.66522033619 & 7031.27466238 \\
0.292316534174 & 1.66542491451 & 7032.13847981 \\
0.925627469512 & 1.66666109205 & 7037.3581517 \\
0.612554644722 & 1.66685011858 & 7038.15630281 \\
0.2198439128 & 1.66781214244 & 7042.21838027 \\
0.288384706345 & 1.67083392351 & 7054.97763636 \\
0.93979835972 & 1.67115191811 & 7056.32034595 \\
0.907947919375 & 1.67170024636 & 7058.63562309 \\
0.979443284211 & 1.6760344406 & 7076.9364506 \\
0.277950747947 & 1.67693160897 & 7080.72468034 \\
0.264536928929 & 1.67815652866 & 7085.89681679 \\
0.361542950139 & 1.68076747985 & 7096.92137285 \\
0.277047525598 & 1.68757063205 & 7125.64720007 \\
0.390340272899 & 1.68995896486 & 7135.73176582 \\
0.748993423653 & 1.69040220924 & 7137.60333376 \\
0.361838404707 & 1.69148518011 & 7142.17610139 \\
0.0068093679566 & 1.69182575714 & 7143.61416372 \\
0.569632792414 & 1.69587216844 & 7160.69984818 \\
0.641163696122 & 1.6986030813 & 7172.2309339 \\
0.635507906366 & 1.70056749357 & 7180.52552525 \\
0.947726195328 & 1.70472439691 & 7198.07775455 \\
0.0397634847842 & 1.70743660283 & 7209.52985148 \\
0.625701229737 & 1.70919881926 & 7216.97068528 \\
0.665383277984 & 1.71069699832 & 7223.29664002 \\
0.105110275339 & 1.71197660476 & 7228.69968737 \\
0.793682068092 & 1.71221992958 & 7229.72710915 \\
0.724460947338 & 1.71667324712 & 7248.53092635 \\
0.352757366476 & 1.71915694599 & 7259.0181685 \\
0.378990248258 & 1.71947857472 & 7260.37622301 \\
0.0855809229031 & 1.72266707745 & 7273.83944944 \\
0.766567649927 & 1.72331088807 & 7276.55789409 \\
0.614891126311 & 1.72782419587 & 7295.61501588 \\
0.0696935316058 & 1.72897942339 & 7300.49288208 \\
0.113673479052 & 1.72925878914 & 7301.6724841 \\
0.213652582481 & 1.73126504269 & 7310.14374731 \\
0.821506450318 & 1.7400664957 & 7347.30725788 \\
0.717170073659 & 1.74138927062 & 7352.89258106 \\
0.55995758796 & 1.74410381023 & 7364.35453189 \\
0.742145950357 & 1.74490642023 & 7367.74349563 \\
0.384545502971 & 1.74519794591 & 7368.97444214 \\
0.637307842737 & 1.74834982589 & 7382.28303159 \\
0.623943699674 & 1.74864401939 & 7383.52524276 \\
0.900210384969 & 1.75082077719 & 7392.71644807 \\
0.27131099951 & 1.75201029529 & 7397.7391038 \\
0.0243141477289 & 1.75471167948 & 7409.1455068 \\
0.526060282047 & 1.75557005666 & 7412.76994352 \\
0.324234355844 & 1.75611075485 & 7415.05300324 \\
0.663442255326 & 1.76082529705 & 7434.95982301 \\
0.163919638177 & 1.76379251178 & 7447.48867657 \\
0.739219396866 & 1.76826928572 & 7466.39153674 \\
0.805802293818 & 1.76926833453 & 7470.6099494 \\
0.257141272197 & 1.77190626741 & 7481.74843375 \\
0.370004962295 & 1.77240753179 & 7483.86498703 \\
0.0941405834296 & 1.77395567336 & 7490.40190489 \\
0.521803892042 & 1.77668159685 & 7501.91192332 \\
0.105109736567 & 1.77953834794 & 7513.97435204 \\
0.692460506375 & 1.78375372394 & 7531.77347794 \\
0.198796281856 & 1.78421296851 & 7533.71260556 \\
0.923352725253 & 1.78506553505 & 7537.31250723 \\
0.395719915616 & 1.78647782547 & 7543.27580327 \\
0.485012497387 & 1.78659575917 & 7543.77376996 \\
0.844616737486 & 1.78684330641 & 7544.8190206 \\
0.17747957657 & 1.78713026135 & 7546.03066746 \\
0.448706370811 & 1.79211737095 & 7567.08838374 \\
0.857593155672 & 1.79570752826 & 7582.24756815 \\
0.742974575407 & 1.79611315649 & 7583.96030453 \\
0.0384049952172 & 1.79649886371 & 7585.5889259 \\
0.453720763635 & 1.79706700806 & 7587.98787509 \\
0.358634066631 & 1.79728039383 & 7588.88888136 \\
0.553364780958 & 1.79802384777 & 7592.02806283 \\
0.304184302912 & 1.79818371098 & 7592.70307392 \\
0.973971534982 & 1.7985340286 & 7594.18226516 \\
0.890355196252 & 1.8060981255 & 7626.12112741 \\
0.0683132968953 & 1.80806463739 & 7634.42458424 \\
0.213392012153 & 1.80853531556 & 7636.41198941 \\
0.3094609528 & 1.80883889081 & 7637.69381437 \\
0.193246100785 & 1.80975904895 & 7641.5791168 \\
0.763392031872 & 1.81220183523 & 7651.89360846 \\
0.353090866791 & 1.82339108248 & 7699.13941067 \\
0.654406621011 & 1.82550814817 & 7708.07857028 \\
0.262519724619 & 1.82607795009 & 7710.48451842 \\
0.240528677345 & 1.82680993627 & 7713.57527814 \\
0.0835248310146 & 1.82700395328 & 7714.39450116 \\
0.418784703786 & 1.82710208206 & 7714.80884297 \\
0.537775178059 & 1.83163617773 & 7733.95374011 \\
0.100980910168 & 1.83858562448 & 7763.29728568 \\
0.301437363056 & 1.83982787305 & 7768.54259209 \\
0.098417102993 & 1.84217312323 & 7778.4452445 \\
0.783655964454 & 1.84293498695 & 7781.66215998 \\
0.108031849588 & 1.84698355901 & 7798.75696809 \\
0.780798757155 & 1.84721727053 & 7799.7437984 \\
0.303940274332 & 1.84814036303 & 7803.64149095 \\
0.339477026496 & 1.84897273662 & 7807.15612937 \\
0.696184767101 & 1.85011520819 & 7811.98013445 \\
0.16068231846 & 1.85132667428 & 7817.09546405 \\
0.139894915229 & 1.85237086248 & 7821.5044746 \\
0.714594883698 & 1.8557944226 & 7835.96021417 \\
0.339572231864 & 1.856113881 & 7837.30910458 \\
0.984167340278 & 1.85663529687 & 7839.51074609 \\
0.728337830111 & 1.8597288351 & 7852.57299164 \\
0.300288034629 & 1.85988338848 & 7853.22558232 \\
0.268629081533 & 1.86010144002 & 7854.14628949 \\
0.406083670964 & 1.86204255709 & 7862.34251851 \\
0.184072975356 & 1.86233461033 & 7863.5756926 \\
0.31023656355 & 1.86405158111 & 7870.82547981 \\
0.210201017598 & 1.86535047388 & 7876.30996234 \\
0.0319308608692 & 1.87376509865 & 7911.84011811 \\
0.355358497229 & 1.87650969577 & 7923.42898464 \\
0.358356476768 & 1.87850765098 & 7931.86520869 \\
0.872381783712 & 1.87879382522 & 7933.07355907 \\
0.594787607453 & 1.88087093771 & 7941.84401912 \\
0.91507581231 & 1.88220483375 & 7947.47630046 \\
0.107386105541 & 1.88236691107 & 7948.16066047 \\
0.848062023126 & 1.88256921211 & 7949.01486223 \\
0.82938609012 & 1.88390468336 & 7954.6537948 \\
0.933558154833 & 1.88394755534 & 7954.83481867 \\
0.830572121964 & 1.8849136952 & 7958.91427566 \\
0.759887157482 & 1.88635990487 & 7965.02079333 \\
0.988822065148 & 1.88647476845 & 7965.50579663 \\
0.129890483814 & 1.8941107632 & 7997.74824242 \\
0.489858837732 & 1.89444597957 & 7999.16366974 \\
0.906318307564 & 1.89587675235 & 8005.20500625 \\
0.45961381983 & 1.89599930696 & 8005.72248439 \\
0.00902044393036 & 1.8976071084 & 8012.51131186 \\
0.25542712065 & 1.90045300452 & 8024.5279062 \\
0.345700480701 & 1.9016476506 & 8029.57221447 \\
0.276512802367 & 1.90289184469 & 8034.8257357 \\
0.753022882823 & 1.90492539479 & 8043.41225662 \\
0.0356797409322 & 1.91111546902 & 8069.54940564 \\
0.850263377548 & 1.91240669754 & 8075.00152642 \\
0.875076557746 & 1.91310006695 & 8077.92922953 \\
0.829458504614 & 1.91340044934 & 8079.19757287 \\
0.220227346677 & 1.91772156797 & 8097.44318951 \\
0.870131288376 & 1.91838779466 & 8100.25628444 \\
0.855977016554 & 1.9185668949 & 8101.01252249 \\
0.788250410088 & 1.92174429594 & 8114.42887283 \\
0.0687801045373 & 1.92564279651 & 8130.89001475 \\
0.0829531352809 & 1.9265497809 & 8134.71969194 \\
0.919380602928 & 1.92904476208 & 8145.25457287 \\
0.139356328487 & 1.93421305234 & 8167.07731163 \\
0.169692855913 & 1.93478588961 & 8169.49607634 \\
0.774683010678 & 1.93488677875 & 8169.92207355 \\
0.0766584302126 & 1.93568792227 & 8173.30484522 \\
0.0120406266913 & 1.9365287099 & 8176.8550113 \\
0.144458145848 & 1.93678392145 & 8177.93262394 \\
0.439031134923 & 1.94069799865 & 8194.45953709 \\
0.451814848498 & 1.94091172218 & 8195.36196949 \\
0.465638646846 & 1.94277359042 & 8203.22357597 \\
0.629242683317 & 1.94325042349 & 8205.23696977 \\
0.0565399027159 & 1.94480536636 & 8211.80260566 \\
0.971527036544 & 1.94481856109 & 8211.85831949 \\
0.449222274238 & 1.9480124799 & 8225.34441491 \\
0.774128902839 & 1.95049343495 & 8235.82007152 \\
0.387660039527 & 1.95219576803 & 8243.00805208 \\
0.865773527067 & 1.95712137784 & 8263.80608989 \\
0.238853022407 & 1.95751455158 & 8265.46623808 \\
0.77226958321 & 1.95892703181 & 8271.4303356 \\
0.980596257283 & 1.95965147722 & 8274.48925489 \\
0.729393924219 & 1.96050039024 & 8278.07372987 \\
0.487518081295 & 1.96076376691 & 8279.18581919 \\
0.575878827006 & 1.96306691952 & 8288.91071757 \\
0.347981735231 & 1.96415819731 & 8293.51856057 \\
0.931499630567 & 1.97086202112 & 8321.82498072 \\
0.196515363201 & 1.97220619951 & 8327.50067856 \\
0.830905562675 & 1.97725749065 & 8348.82939682 \\
0.724980907139 & 1.98021750631 & 8361.32785282 \\
0.854090649924 & 1.98341133641 & 8374.81357371 \\
0.0613439122828 & 1.98648905277 & 8387.80901259 \\
0.142339527926 & 1.98884169206 & 8397.74286497 \\
0.0384704610077 & 1.98969094038 & 8401.32875573 \\
0.41229319497 & 1.98970550687 & 8401.39026167 \\
0.5510125621 & 1.99025028016 & 8403.69052823 \\
0.741012355916 & 1.99071949201 & 8405.67174195 \\
0.745171656055 & 1.99493828535 & 8423.48529735 \\
0.551196278216 & 1.99625526085 & 8429.04613293 \\
0.504202600973 & 1.99743797431 & 8434.04005658 \\
0.403878112652 & 1.99746024833 & 8434.13410703 \\
0.674403479208 & 1.99838502232 & 8438.03889955 \\
0.445858631204 & 1.99898115075 & 8440.55600954 \\
0.224886924905 & 1.99954764164 & 8442.94797709 \\
0.202539466561 & 2.00070123647 & 8447.8189494 \\
0.0652728082501 & 2.00078075477 & 8448.15470976 \\
0.707223993132 & 2.00413478968 & 8462.31688408 \\
0.256069254223 & 2.00478636353 & 8465.06810842 \\
0.915290540843 & 2.00740519021 & 8476.12591815 \\
0.975252893969 & 2.00807864336 & 8478.96952631 \\
0.175823974313 & 2.00909994913 & 8483.28191742 \\
0.83800194312 & 2.0100322282 & 8487.21839959 \\
0.140941022998 & 2.01243787426 & 8497.37606933 \\
0.813361920583 & 2.01277865229 & 8498.81498035 \\
0.385239822061 & 2.01508827987 & 8508.56721886 \\
0.952185844335 & 2.01517270845 & 8508.92371257 \\
0.8135981023 & 2.01541735054 & 8509.95669639 \\
0.0617071056518 & 2.0158115159 & 8511.62103167 \\
0.363868824302 & 2.0166345494 & 8515.09623218 \\
0.67585908839 & 2.01860997746 & 8523.43733697 \\
0.980956960047 & 2.01871760329 & 8523.89177936 \\
0.964662153812 & 2.01897034526 & 8524.95896439 \\
0.702476661874 & 2.01986922872 & 8528.75443599 \\
0.783197161768 & 2.02343492061 & 8543.81031689 \\
0.935289905521 & 2.02388521125 & 8545.71163717 \\
0.961956784003 & 2.02879737395 & 8566.45289548 \\
